id,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by,win_type,player_of_match,umpire1
314,Jaipur,2012-04-08,RR,KKR,KKR,field,normal,0,RR,22,runs,BJ Hodge,BF Bowden
315,Pune,2012-04-08,PWI,KXIP,PWI,bat,normal,0,PWI,22,runs,MN Samuels,S Das
316,Visakhapatnam,2012-04-09,DC,MI,DC,bat,normal,0,MI,5,wickets,RG Sharma,AK Chaudhary
317,Bangalore,2012-04-10,KKR,RCB,RCB,field,normal,0,KKR,42,runs,L Balaji,S Ravi
318,Delhi,2012-04-10,CSK,DD,DD,field,normal,0,DD,8,wickets,M Morkel,Asad Rauf
319,Mumbai,2012-04-11,MI,RR,RR,field,normal,0,MI,27,runs,KA Pollard,Aleem Dar
320,Chennai,2012-04-12,RCB,CSK,RCB,bat,normal,0,CSK,5,wickets,F du Plessis,HDPK Dharmasena
321,Chandigarh,2012-04-12,PWI,KXIP,KXIP,field,normal,0,KXIP,7,wickets,AD Mascarenhas,VA Kulkarni
322,Kolkata,2012-04-13,RR,KKR,RR,bat,normal,0,KKR,5,wickets,Shakib Al Hasan,Asad Rauf
323,Delhi,2012-04-19,DC,DD,DC,bat,normal,0,DD,5,wickets,KP Pietersen,BF Bowden
324,Pune,2012-04-14,CSK,PWI,CSK,bat,normal,0,PWI,7,wickets,JD Ryder,Aleem Dar
325,Kolkata,2012-04-15,KXIP,KKR,KKR,field,normal,0,KXIP,2,runs,SP Narine,Asad Rauf
326,Bangalore,2012-04-15,RR,RCB,RR,bat,normal,0,RR,59,runs,AM Rahane,JD Cloete
327,Mumbai,2012-04-16,MI,DD,DD,field,normal,0,DD,7,wickets,S Nadeem,BF Bowden
328,Jaipur,2012-04-17,DC,RR,DC,bat,normal,0,RR,5,wickets,BJ Hodge,Aleem Dar
329,Bangalore,2012-04-17,PWI,RCB,PWI,bat,normal,0,RCB,6,wickets,CH Gayle,S Asnani
330,Chandigarh,2012-04-18,KXIP,KKR,KXIP,bat,normal,0,KKR,8,wickets,G Gambhir,JD Cloete
331,Hyderabad,2012-05-10,DC,DD,DC,bat,normal,0,DD,9,wickets,DA Warner,JD Cloete
332,Chennai,2012-04-19,CSK,PWI,PWI,field,normal,0,CSK,13,runs,KMDN Kulasekara,Asad Rauf
333,Chandigarh,2012-04-20,KXIP,RCB,RCB,field,normal,0,RCB,5,wickets,CH Gayle,S Ravi
334,Chennai,2012-04-21,RR,CSK,RR,bat,normal,0,CSK,7,wickets,F du Plessis,Aleem Dar
335,Delhi,2012-04-21,PWI,DD,DD,field,normal,0,PWI,20,runs,SC Ganguly,Asad Rauf
336,Mumbai,2012-04-22,MI,KXIP,MI,bat,normal,0,KXIP,6,wickets,SE Marsh,S Ravi
337,Cuttack,2012-04-22,DC,KKR,KKR,field,normal,0,KKR,5,wickets,B Lee,BF Bowden
338,Jaipur,2012-04-23,RCB,RR,RR,field,normal,0,RCB,46,runs,AB de Villiers,Asad Rauf
339,Pune,2012-04-24,PWI,DD,PWI,bat,normal,0,DD,8,wickets,V Sehwag,S Ravi
340,Chandigarh,2012-04-25,KXIP,MI,KXIP,bat,normal,0,MI,4,wickets,AT Rayudu,Aleem Dar
341,Pune,2012-04-26,DC,PWI,DC,bat,normal,0,DC,18,runs,CL White,S Ravi
342,Delhi,2012-04-27,DD,MI,MI,field,normal,0,DD,37,runs,V Sehwag,Aleem Dar
343,Chennai,2012-04-28,KXIP,CSK,KXIP,bat,normal,0,KXIP,7,runs,Mandeep Singh,BF Bowden
344,Kolkata,2012-04-28,KKR,RCB,KKR,bat,normal,0,KKR,47,runs,G Gambhir,Asad Rauf
345,Delhi,2012-04-29,DD,RR,DD,bat,normal,0,DD,1,runs,V Sehwag,S Ravi
346,Mumbai,2012-04-29,DC,MI,MI,field,normal,0,MI,5,wickets,DW Steyn,AK Chaudhary
347,Chennai,2012-04-30,CSK,KKR,CSK,bat,normal,0,KKR,5,wickets,G Gambhir,BF Bowden
348,Cuttack,2012-05-01,DC,PWI,DC,bat,normal,0,DC,13,runs,KC Sangakkara,Aleem Dar
349,Jaipur,2012-05-01,RR,DD,RR,bat,normal,0,DD,6,wickets,P Negi,JD Cloete
350,Bangalore,2012-05-02,RCB,KXIP,KXIP,field,normal,0,KXIP,4,wickets,Azhar Mahmood,BF Bowden
351,Pune,2012-05-03,MI,PWI,MI,bat,normal,0,MI,1,runs,SL Malinga,Asad Rauf
352,Chennai,2012-05-04,CSK,DC,CSK,bat,normal,0,CSK,10,runs,SK Raina,HDPK Dharmasena
353,Kolkata,2012-05-05,KKR,PWI,KKR,bat,normal,0,KKR,7,runs,SP Narine,BF Bowden
354,Chandigarh,2012-05-05,RR,KXIP,RR,bat,normal,0,RR,43,runs,SR Watson,JD Cloete
355,Mumbai,2012-05-06,CSK,MI,MI,field,normal,0,MI,2,wickets,DR Smith,Asad Rauf
356,Bangalore,2012-05-06,DC,RCB,RCB,field,normal,0,RCB,5,wickets,AB de Villiers,HDPK Dharmasena
357,Delhi,2012-05-07,DD,KKR,DD,bat,normal,0,KKR,6,wickets,JH Kallis,JD Cloete
358,Pune,2012-05-08,PWI,RR,PWI,bat,normal,0,RR,7,wickets,SR Watson,Asad Rauf
359,Hyderabad,2012-05-08,KXIP,DC,DC,field,normal,0,KXIP,25,runs,Mandeep Singh,HDPK Dharmasena
360,Mumbai,2012-05-09,MI,RCB,RCB,field,normal,0,RCB,9,wickets,CH Gayle,BF Bowden
361,Jaipur,2012-05-10,RR,CSK,CSK,field,normal,0,CSK,4,wickets,BW Hilfenhaus,BNJ Oxenford
362,Pune,2012-05-11,RCB,PWI,PWI,field,normal,0,RCB,35,runs,CH Gayle,BF Bowden
363,Kolkata,2012-05-12,MI,KKR,MI,bat,normal,0,MI,27,runs,RG Sharma,S Ravi
364,Chennai,2012-05-12,DD,CSK,CSK,field,normal,0,CSK,9,wickets,BW Hilfenhaus,S Das
365,Jaipur,2012-05-13,RR,PWI,RR,bat,normal,0,RR,45,runs,A Chandila,BF Bowden
366,Chandigarh,2012-05-13,DC,KXIP,DC,bat,normal,0,KXIP,4,wickets,DJ Hussey,HDPK Dharmasena
367,Bangalore,2012-05-14,RCB,MI,MI,field,normal,0,MI,5,wickets,AT Rayudu,S Das
368,Kolkata,2012-05-14,KKR,CSK,CSK,field,normal,0,CSK,5,wickets,MEK Hussey,JD Cloete
369,Delhi,2012-05-15,KXIP,DD,KXIP,bat,normal,0,DD,5,wickets,UT Yadav,HDPK Dharmasena
370,Mumbai,2012-05-16,KKR,MI,MI,field,normal,0,KKR,32,runs,SP Narine,S Das
371,Dharamsala,2012-05-17,CSK,KXIP,KXIP,field,normal,0,KXIP,6,wickets,AC Gilchrist,VA Kulkarni
372,Delhi,2012-05-17,RCB,DD,DD,field,normal,0,RCB,21,runs,CH Gayle,HDPK Dharmasena
373,Hyderabad,2012-05-18,RR,DC,RR,bat,normal,0,DC,5,wickets,DW Steyn,S Ravi
374,Dharamsala,2012-05-19,KXIP,DD,DD,field,normal,0,DD,6,wickets,UT Yadav,BF Bowden
375,Pune,2012-05-19,KKR,PWI,KKR,bat,normal,0,KKR,34,runs,Shakib Al Hasan,S Asnani
376,Hyderabad,2012-05-20,DC,RCB,RCB,field,normal,0,DC,9,runs,DW Steyn,S Ravi
377,Jaipur,2012-05-20,RR,MI,RR,bat,normal,0,MI,10,wickets,DR Smith,HDPK Dharmasena
378,Pune,2012-05-22,KKR,DD,KKR,bat,normal,0,KKR,18,runs,YK Pathan,BR Doctrove
379,Bangalore,2012-05-23,CSK,MI,MI,field,normal,0,CSK,38,runs,MS Dhoni,BF Bowden
380,Chennai,2012-05-25,CSK,DD,DD,field,normal,0,CSK,86,runs,M Vijay,BR Doctrove
381,Chennai,2012-05-27,CSK,KKR,CSK,bat,normal,0,KKR,5,wickets,MS Bisla,BF Bowden
382,Kolkata,2013-04-03,DD,KKR,KKR,field,normal,0,KKR,6,wickets,SP Narine,S Ravi
383,Bangalore,2013-04-04,RCB,MI,MI,field,normal,0,RCB,2,runs,CH Gayle,VA Kulkarni
384,Hyderabad,2013-04-05,SRH,PWI,PWI,field,normal,0,SRH,22,runs,A Mishra,S Ravi
385,Delhi,2013-04-06,RR,DD,RR,bat,normal,0,RR,5,runs,R Dravid,S Das
386,Chennai,2013-04-06,MI,CSK,MI,bat,normal,0,MI,9,runs,KA Pollard,M Erasmus
387,Pune,2013-04-07,PWI,KXIP,PWI,bat,normal,0,KXIP,8,wickets,M Vohra,S Asnani
388,Hyderabad,2013-04-07,RCB,SRH,RCB,bat,tie,0,SRH,0,,GH Vihari,AK Chaudhary
389,Jaipur,2013-04-08,RR,KKR,KKR,field,normal,0,RR,19,runs,SK Trivedi,Aleem Dar
390,Mumbai,2013-04-09,MI,DD,MI,bat,normal,0,MI,44,runs,KD Karthik,M Erasmus
391,Chandigarh,2013-04-10,KXIP,CSK,CSK,field,normal,0,CSK,10,wickets,MEK Hussey,Aleem Dar
392,Bangalore,2013-04-11,KKR,RCB,RCB,field,normal,0,RCB,8,wickets,CH Gayle,Asad Rauf
393,Pune,2013-04-11,RR,PWI,RR,bat,normal,0,PWI,7,wickets,AJ Finch,M Erasmus
394,Delhi,2013-04-12,DD,SRH,DD,bat,normal,0,SRH,3,wickets,A Mishra,Aleem Dar
395,Mumbai,2013-04-13,MI,PWI,MI,bat,normal,0,MI,41,runs,RG Sharma,S Ravi
396,Chennai,2013-04-13,RCB,CSK,CSK,field,normal,0,CSK,4,wickets,RA Jadeja,Asad Rauf
397,Kolkata,2013-04-14,KKR,SRH,KKR,bat,normal,0,KKR,48,runs,G Gambhir,M Erasmus
398,Jaipur,2013-04-14,KXIP,RR,RR,field,normal,0,RR,6,wickets,JP Faulkner,Aleem Dar
399,Chennai,2013-04-15,PWI,CSK,PWI,bat,normal,0,PWI,24,runs,SPD Smith,Asad Rauf
400,Chandigarh,2013-04-16,KXIP,KKR,KKR,field,normal,0,KXIP,4,runs,MS Gony,CK Nandan
401,Bangalore,2013-04-16,DD,RCB,RCB,field,tie,0,RCB,0,,V Kohli,M Erasmus
402,Pune,2013-04-17,SRH,PWI,PWI,field,normal,0,SRH,11,runs,A Mishra,Asad Rauf
403,Jaipur,2013-04-17,RR,MI,RR,bat,normal,0,RR,87,runs,AM Rahane,Aleem Dar
404,Delhi,2013-04-18,CSK,DD,CSK,bat,normal,0,CSK,86,runs,MEK Hussey,M Erasmus
405,Hyderabad,2013-04-19,KXIP,SRH,KXIP,bat,normal,0,SRH,5,wickets,GH Vihari,HDPK Dharmasena
406,Kolkata,2013-04-20,KKR,CSK,KKR,bat,normal,0,CSK,4,wickets,RA Jadeja,Asad Rauf
407,Bangalore,2013-04-20,RR,RCB,RCB,field,normal,0,RCB,7,wickets,R Vinay Kumar,Aleem Dar
408,Delhi,2013-04-21,MI,DD,MI,bat,normal,0,DD,9,wickets,V Sehwag,HDPK Dharmasena
409,Chandigarh,2013-04-21,PWI,KXIP,KXIP,field,normal,0,KXIP,7,wickets,DA Miller,M Erasmus
410,Chennai,2013-04-22,RR,CSK,RR,bat,normal,0,CSK,5,wickets,MEK Hussey,S Asnani
411,Bangalore,2013-04-23,RCB,PWI,PWI,field,normal,0,RCB,130,runs,CH Gayle,Aleem Dar
412,Dharamsala,2013-05-16,KXIP,DD,DD,field,normal,0,KXIP,7,runs,DA Miller,HDPK Dharmasena
413,Kolkata,2013-04-24,KKR,MI,KKR,bat,normal,0,MI,5,wickets,DR Smith,HDPK Dharmasena
414,Chennai,2013-04-25,SRH,CSK,SRH,bat,normal,0,CSK,5,wickets,MS Dhoni,Aleem Dar
415,Kolkata,2013-04-26,KXIP,KKR,KXIP,bat,normal,0,KKR,6,wickets,JH Kallis,CK Nandan
416,Jaipur,2013-04-27,SRH,RR,SRH,bat,normal,0,RR,8,wickets,JP Faulkner,VA Kulkarni
417,Mumbai,2013-04-27,MI,RCB,MI,bat,normal,0,MI,58,runs,DR Smith,Asad Rauf
418,Chennai,2013-04-28,CSK,KKR,KKR,field,normal,0,CSK,14,runs,MEK Hussey,Aleem Dar
419,Raipur,2013-04-28,DD,PWI,PWI,field,normal,0,DD,15,runs,DA Warner,CK Nandan
420,Jaipur,2013-04-29,RCB,RR,RR,field,normal,0,RR,4,wickets,SV Samson,M Erasmus
421,Mumbai,2013-04-29,MI,KXIP,MI,bat,normal,0,MI,4,runs,RG Sharma,Asad Rauf
422,Pune,2013-04-30,CSK,PWI,CSK,bat,normal,0,CSK,37,runs,MS Dhoni,S Das
423,Hyderabad,2013-05-01,MI,SRH,MI,bat,normal,0,SRH,7,wickets,I Sharma,Asad Rauf
424,Raipur,2013-05-01,KKR,DD,KKR,bat,normal,0,DD,7,wickets,DA Warner,HDPK Dharmasena
425,Chennai,2013-05-02,CSK,KXIP,CSK,bat,normal,0,CSK,15,runs,SK Raina,M Erasmus
426,Pune,2013-05-02,RCB,PWI,RCB,bat,normal,0,RCB,17,runs,AB de Villiers,Aleem Dar
427,Kolkata,2013-05-03,RR,KKR,RR,bat,normal,0,KKR,8,wickets,YK Pathan,HDPK Dharmasena
428,Hyderabad,2013-05-04,DD,SRH,DD,bat,normal,0,SRH,6,wickets,DJG Sammy,Asad Rauf
429,Bangalore,2013-05-14,RCB,KXIP,KXIP,field,normal,0,KXIP,7,wickets,AC Gilchrist,HDPK Dharmasena
430,Mumbai,2013-05-05,MI,CSK,MI,bat,normal,0,MI,60,runs,MG Johnson,HDPK Dharmasena
431,Jaipur,2013-05-05,PWI,RR,PWI,bat,normal,0,RR,5,wickets,AM Rahane,C Shamshuddin
432,Bangalore,2013-04-09,SRH,RCB,SRH,bat,normal,0,RCB,7,wickets,V Kohli,S Ravi
433,Jaipur,2013-05-07,DD,RR,DD,bat,normal,0,RR,9,wickets,AM Rahane,Aleem Dar
434,Mumbai,2013-05-07,MI,KKR,MI,bat,normal,0,MI,65,runs,SR Tendulkar,HDPK Dharmasena
435,Hyderabad,2013-05-08,CSK,SRH,SRH,field,normal,0,CSK,77,runs,SK Raina,S Das
436,Chandigarh,2013-05-09,KXIP,RR,RR,field,normal,0,RR,8,wickets,KK Cooper,HDPK Dharmasena
437,Pune,2013-05-09,KKR,PWI,KKR,bat,normal,0,KKR,46,runs,G Gambhir,Asad Rauf
438,Delhi,2013-05-10,RCB,DD,DD,field,normal,0,RCB,4,runs,JD Unadkat,NJ Llong
439,Pune,2013-05-11,PWI,MI,PWI,bat,normal,0,MI,5,wickets,MG Johnson,Asad Rauf
440,Chandigarh,2013-05-11,SRH,KXIP,KXIP,field,normal,0,SRH,30,runs,PA Patel,S Das
441,Ranchi,2013-05-12,RCB,KKR,KKR,field,normal,0,KKR,5,wickets,JH Kallis,NJ Llong
442,Jaipur,2013-05-12,CSK,RR,RR,field,normal,0,RR,5,wickets,SR Watson,HDPK Dharmasena
443,Delhi,2013-04-23,DD,KXIP,KXIP,field,normal,0,KXIP,5,wickets,Harmeet Singh,VA Kulkarni
444,Mumbai,2013-05-13,SRH,MI,SRH,bat,normal,0,MI,7,wickets,KA Pollard,AK Chaudhary
445,Ranchi,2013-05-15,PWI,KKR,KKR,field,normal,0,PWI,7,runs,MK Pandey,NJ Llong
446,Chennai,2013-05-14,CSK,DD,CSK,bat,normal,0,CSK,33,runs,MS Dhoni,C Shamshuddin
447,Mumbai,2013-05-15,MI,RR,RR,field,normal,0,MI,14,runs,AP Tare,Asad Rauf
448,Chandigarh,2013-05-06,RCB,KXIP,KXIP,field,normal,0,KXIP,6,wickets,DA Miller,VA Kulkarni
449,Hyderabad,2013-05-17,SRH,RR,SRH,bat,normal,0,SRH,23,runs,A Mishra,Asad Rauf
450,Dharamsala,2013-05-18,KXIP,MI,MI,field,normal,0,KXIP,50,runs,Azhar Mahmood,HDPK Dharmasena
451,Pune,2013-05-19,PWI,DD,PWI,bat,normal,0,PWI,38,runs,LJ Wright,NJ Llong
452,Bangalore,2013-05-18,RCB,CSK,CSK,field,normal,0,RCB,24,runs,V Kohli,C Shamshuddin
453,Hyderabad,2013-05-19,KKR,SRH,KKR,bat,normal,0,SRH,5,wickets,PA Patel,Asad Rauf
454,Delhi,2013-05-21,CSK,MI,CSK,bat,normal,0,CSK,48,runs,MEK Hussey,NJ Llong
455,Delhi,2013-05-22,SRH,RR,SRH,bat,normal,0,RR,4,wickets,BJ Hodge,S Ravi
456,Kolkata,2013-05-24,RR,MI,RR,bat,normal,0,MI,4,wickets,Harbhajan Singh,C Shamshuddin
457,Kolkata,2013-05-26,MI,CSK,MI,bat,normal,0,MI,23,runs,KA Pollard,HDPK Dharmasena
458,Abu Dhabi,2014-04-16,KKR,MI,KKR,bat,normal,0,KKR,41,runs,JH Kallis,M Erasmus
459,Sharjah,2014-04-17,DD,RCB,RCB,field,normal,0,RCB,8,wickets,YS Chahal,Aleem Dar
460,Abu Dhabi,2014-04-18,CSK,KXIP,CSK,bat,normal,0,KXIP,6,wickets,GJ Maxwell,RK Illingworth
461,Abu Dhabi,2014-04-18,SRH,RR,RR,field,normal,0,RR,4,wickets,AM Rahane,BF Bowden
462,,2014-04-19,MI,RCB,RCB,field,normal,0,RCB,7,wickets,PA Patel,Aleem Dar
463,,2014-04-19,KKR,DD,KKR,bat,normal,0,DD,4,wickets,JP Duminy,Aleem Dar
464,Sharjah,2014-04-20,RR,KXIP,KXIP,field,normal,0,KXIP,7,wickets,GJ Maxwell,BF Bowden
465,Abu Dhabi,2014-04-21,CSK,DD,CSK,bat,normal,0,CSK,93,runs,SK Raina,RK Illingworth
466,Sharjah,2014-04-22,KXIP,SRH,SRH,field,normal,0,KXIP,72,runs,GJ Maxwell,M Erasmus
467,,2014-04-23,CSK,RR,RR,field,normal,0,CSK,7,runs,RA Jadeja,HDPK Dharmasena
468,Sharjah,2014-04-24,KKR,RCB,RCB,field,normal,0,KKR,2,runs,CA Lynn,Aleem Dar
469,,2014-04-25,SRH,DD,SRH,bat,normal,0,SRH,4,runs,AJ Finch,M Erasmus
470,,2014-04-25,MI,CSK,MI,bat,normal,0,CSK,7,wickets,MM Sharma,BF Bowden
471,Abu Dhabi,2014-04-26,RCB,RR,RR,field,normal,0,RR,6,wickets,PV Tambe,HDPK Dharmasena
472,Abu Dhabi,2014-04-26,KXIP,KKR,KKR,field,normal,0,KXIP,23,runs,Sandeep Sharma,HDPK Dharmasena
473,Sharjah,2014-04-27,MI,DD,MI,bat,normal,0,DD,6,wickets,M Vijay,Aleem Dar
474,Sharjah,2014-04-27,SRH,CSK,SRH,bat,normal,0,CSK,5,wickets,DR Smith,AK Chaudhary
475,,2014-04-28,RCB,KXIP,KXIP,field,normal,0,KXIP,5,wickets,Sandeep Sharma,BF Bowden
